name,cuisine,avg_meal_cost,city,rating
Mysore Express,South Indian,200,Ahmedabad,5
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,4
Italian Bistro,Italian,1000,Ahmedabad,4.2
Appu's Pizzeria,"Italian,  Pizza,  Fast Food",500,Ahmedabad,3.8
Shakti - The Sandwich Shop,Fast Food,400,Ahmedabad,4.4
Sizzling Shihai,"Japanese,  Asian,  Oriental ,  Chinese,  Thai",1200,Ahmedabad,4.4
Choice Of Pizza,"Italian,  Pizza",500,Ahmedabad,4.2
Dosawala,South Indian,500,Ahmedabad,4
Aagrah,"Gujarati,  Desserts",900,Ahmedabad,4.4
Amrutam,Gujarati,800,Ahmedabad,4.6
The Chocolate Room,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,3.6
Dinner Post Restaurant,"North Indian,  Chinese,  Continental",500,Ahmedabad,4.1
Spice Affair,"Multi-Cuisine,  Fast Food,  North Indian,  Italian,  Continental,  Asian",800,Ahmedabad,4
William John's Pizza,"Pizza,  Italian",500,Ahmedabad,3
Chandni Bhaji Pav,"North Indian,  Chinese",500,Ahmedabad,1.9
Pomo's Pizza,"Italian,  Pizza",600,Ahmedabad,2.7
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,3.4
"The 7 Waves, Resto & Cafe","North Indian,  Mexican,  Asian,  Fast Food",1000,Ahmedabad,3
Hotel Darshan,"North Indian,  Chinese,  Indian Cuisine",700,Ahmedabad,5
Shree Marutinandan,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,3.8
Maharaj Dining Hall,"Multi-Cuisine,  North Indian,  Chinese,  Gujarati",700,Ahmedabad,3.8
Mocha,"Continental,  North Indian,  Italian,  Desserts,  Fast Food",800,Ahmedabad,4.4
Sky Cake & Cafe,"Desserts,  Bakery and Confectionary,  Pizza",400,Ahmedabad,5
Terracotta,"North Indian,  Chinese,  Continental,  Italian,  Mexican",1000,Ahmedabad,4.4
The Shake Maker,"Desserts,  Shakes,  Fast Food",400,Ahmedabad,5
Palacio,"North Indian,  Chinese,  Continental,  Italian,  Mexican,  Barbecue,  Sizzlers",1000,Ahmedabad,4.5
Balista,"Fast Food,  Pizza,  Italian",700,Ahmedabad,4.4
56 Bhog,"North Indian,  Chinese,  Continental,  Italian,  South Indian,  Gujarati",800,Ahmedabad,4.4
The Chocolate Room,"Desserts,  Coffee,  Ice Cream,  Fast Food,  Shakes",500,Ahmedabad,3.7
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,3.8
President Lounge,Italian,1000,Ahmedabad,4.3
Orchid by Fortune Inn Haveli,"North Indian,  Continental,  Oriental ",1000,Ahmedabad,4.3
Kabhi B,"Desserts,  Bakery and Confectionary,  Fast Food",200,Ahmedabad,4.5
Lazy Shack,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  American",1300,Chandigarh,4.2
Sector 7 Social,"Continental,  Finger Food,  North Indian,  American,  Asian",1400,Chandigarh,4.5
The Cafe @ JW,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian",2200,Chandigarh,4.3
Dhaba Estd 1986 Delhi,"North Indian,  Mughlai",1200,Chandigarh,4.5
Prankster,"Modern Indian,  Chinese",1500,Chandigarh,4.1
Yo! China,Chinese,1300,Chandigarh,4.2
Beach N Brew,"North Indian,  Continental,  Chinese",1800,Chandigarh,4.4
Anardana Modern Kitchen & Bar,"North Indian,  Chinese,  Italian,  Continental",1200,Chandigarh,4.5
The G.T. Road,"North Indian,  Mughlai",1500,Chandigarh,4.3
Back To Source - Organic Restaurant,"North Indian,  Continental,  Bakery and Confectionary",1200,Chandigarh,4.4
Dastaan,North Indian,2000,Chandigarh,4.6
Virgin Courtyard,Italian,2000,Chandigarh,4.3
The Chocolate Room,"Italian,  Mexican,  Desserts,  Fast Food",800,Chandigarh,4.5
Chili's,"Mexican,  Italian,  American",1500,Chandigarh,4.6
Ghazal,"North Indian,  Chinese,  Continental",1500,Chandigarh,4.3
Cafe JC's,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  American",1200,Chandigarh,4.1
Fabcafe By Fabindia,"Health Food,  Modern Indian,  North Indian,  Continental",1200,Chandigarh,4.1
Captain Sam's,"Pizza,  Italian,  Fast Food",700,Chandigarh,4.3
City Cabana,"Multi-Cuisine,  North Indian,  Chinese,  Continental",1500,Chandigarh,3.7
Caffe Tonino,Italian,1600,Chandigarh,4.5
SMS: Stop My Starvation,"Fast Food,  Desserts",500,Chandigarh,4.8
Hibachi,"Asian,  Chinese,  Thai,  Japanese,  Seafood,  Sushi",2000,Chandigarh,4.4
Cottage,"Mediterranean,  European",1500,Chandigarh,4.4
O Chicken India - Oil Free Healthy Chicken,Fast Food,1100,Chandigarh,4.5
26 Boulevard,"Continental,  North Indian,  Italian",1200,Chandigarh,4.4
Jullundur Restaurant,"North Indian,  Chinese",1500,Chandigarh,4
BoomBox Cafe,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",1500,Chandigarh,4
Subway,Health Food,500,Chandigarh,5
Super Donuts,"Fast Food,  Doughnuts,  Desserts,  Coffee",500,Chandigarh,4.5
French Press Cafe,"Italian,  Fast Food",1400,Chandigarh,4.2
Saroor Bar,"North Indian,  Chinese,  Continental",1400,Chandigarh,4
Sai Sweets,North Indian,400,Chandigarh,4.7
Malt & Co,"North Indian,  Italian,  American",1800,Chandigarh,4.2
DRYP,"North Indian,  Continental,  Chinese",1000,Chandigarh,4.3
Xtreme Sports Bar & Grill,"Continental,  North Indian,  Chinese",1200,Chandigarh,4.1
Monica's Puddings and Pies,"Bakery and Confectionary,  Fast Food",500,Chandigarh,5
Daddy Waffle,"Desserts,  Fast Food",300,Chandigarh,4.2
Garam Dharam,North Indian,1200,Chandigarh,4.3
Barbeque Nation,"Barbecue,  North Indian,  Chinese",1500,Chandigarh,4.4
Peggy Ice cream,"Ice Cream,  Coffee,  Desserts,  Fast Food",600,Chandigarh,4.5
Pirates of Grill,"North Indian,  Barbecue",1800,Chandigarh,4.3
Sultan,"North Indian,  Lebanese,  Middle Eastern",1500,Chandigarh,4
35 Brewhouse,"Continental,  Finger Food",2200,Chandigarh,4.4
Mansar Coffee,"Italian,  Continental,  Fast Food,  Coffee",1100,Chandigarh,4.1
Sip 'N' Dine,"North Indian,  Chinese,  Seafood",1500,Chandigarh,4.5
Mom's Kitchen,"North Indian,  Chinese,  Fast Food",500,Chandigarh,3.9
Subway,Health Food,500,Chandigarh,4.6
Chaayos,"Tea,  Fast Food",500,Chandigarh,4.5
Grapho 07,"Italian,  Continental",1500,Chandigarh,4.2
Amigo's Cafe,"Fast Food,  Pizza,  Italian",500,Chandigarh,4.2
Captain Sam's,"Pizza,  Italian,  Fast Food",700,Chandigarh,3.9
Get Desserted,"Desserts,  Ice Cream",400,Chandigarh,4.1
The Finch,"North Indian,  Italian,  Continental,  Asian",2300,Chandigarh,4.4
Wasabi,"Thai,  Oriental ,  Chinese,  Japanese",800,Chandigarh,4
Subway,Health Food,500,Chandigarh,4
SHANGZ,"Chinese,  Asian,  Oriental ",500,Chandigarh,3.8
KCB 8,"North Indian,  Mughlai,  Chinese",700,Chandigarh,3.4
Mainland China,"Chinese,  Asian,  Oriental ",1500,Chandigarh,4.3
Binnys Kitchen,"North Indian,  Continental,  Chinese,  Fast Food",800,Chandigarh,4.6
"AJA Fresh, Grilled & Healthy","Italian,  Mexican",1000,Chandigarh,4.7
Saffron,"North Indian,  North West Frontier,  Seafood",2400,Chandigarh,4.4
Culture Brew Exchange,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Mexican,  Oriental ",1000,Chandigarh,4.1
Playground,"Multi-Cuisine,  North Indian,  Italian,  Continental,  European",1800,Chandigarh,4.3
Taco Bell,"Mexican,  Tex Mex",500,Chandigarh,4.4
Alvin Pizza,"Fast Food,  Pizza,  Italian",300,Chandigarh,5
Chaayos,"Tea,  Fast Food",500,Chandigarh,3.4
Chandigarh Baking Company,Bakery and Confectionary,1000,Chandigarh,4.8
Dialogue Cafe,"Mexican,  European,  Fast Food",1000,Chandigarh,4.4
Guru Nanak Sweets,"Mithai,  Continental,  Fast Food",300,Chandigarh,4.2
Super Donuts,"Fast Food,  Doughnuts,  Desserts,  Coffee",500,Chandigarh,4.5
Elante Social,"North Indian,  Continental,  American,  Chinese",1400,Chandigarh,4.5
D Buzz,"North Indian,  Fast Food,  Pizza",600,Chandigarh,2.9
Pizza Galleria,"Italian,  Pizza",400,Chandigarh,3
The Reef,"North Indian,  Chinese,  Continental",1400,Chandigarh,4.1
Roll Xpress,Fast Food,300,Chandigarh,2.9
Chawla's 2,"North Indian,  Mughlai",1000,Chandigarh,3.8
Subway,Health Food,500,Chandigarh,4
Scola,"Multi-Cuisine,  Italian,  Continental,  Seafood,  Spanish",1700,Chandigarh,4.1
Delhi Special Pranthe Wali Gali,North Indian,200,Chandigarh,3.8
The Back Room,"Continental,  Fast Food",2000,Chandigarh,4.5
Bourbon Street Cafe,"Italian,  Continental",800,Chandigarh,4.5
Illusion,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Mexican,  American",700,Chandigarh,4
Terminal 7,"North Indian,  Chinese,  Continental,  Mexican,  American",1400,Chandigarh,3.9
Kylin Experience,"Asian,  Chinese,  Thai,  Japanese,  Malaysian",1800,Chandigarh,4.5
Shree Sankalp,South Indian,700,Chandigarh,4.3
Pizza Galleria,"Italian,  Pizza",400,Chandigarh,4
Nukkar Dhaba,"North Indian,  Chinese,  South Indian",600,Chandigarh,3.1
Cafe Delhi Heights,"Continental,  American,  Modern Indian",1800,Chandigarh,4.6
Biryani by Kilo,"Mughlai,  Biryani",700,Chandigarh,4.2
Danbro Bakery,Bakery and Confectionary,300,Chandigarh,4.5
Chaps-In,North Indian,600,Chandigarh,4.4
Pizza Freakerz,"Fast Food,  Pizza,  Italian",500,Chandigarh,5
Bargain Booze,"North Indian,  Chinese,  Italian,  Continental",1700,Chandigarh,4.2
ASOD - A State of Dance,"Finger Food,  Multi-Cuisine",1200,Chandigarh,4.2
The Snobb Cafe & Bar,"North Indian,  Finger Food",1200,Chandigarh,4.5
Peddlers,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",2000,Chandigarh,3.9
Brew 35,"Fast Food,  Italian,  Mexican,  American",1000,Chandigarh,3.7
Buffet Punjab Express,North Indian,1000,Chandigarh,2.8
Roll Xpress,Fast Food,300,Chandigarh,4.2
Swaadedesi,"Street Food,  Chaat",300,Chandigarh,4.8
Guru Nanak Sweets,"North Indian,  Fast Food,  Mithai",250,Chandigarh,5
DND - Daily Nutritional Diet,Health Food,400,Chandigarh,5
Subway,Health Food,500,Chandigarh,5
Mamagoto,"Asian,  Chinese,  Thai,  Japanese",1500,Chandigarh,5
Dice,"Italian,  Chinese,  Continental",600,Chandigarh,3.8
Satva,"Finger Food,  North Indian,  Chinese",1800,Chandigarh,3.5
Boathouse,"Multi-Cuisine,  North Indian,  Continental,  Mexican,  Seafood,  Korean,  Pizza,  Sushi",1500,Chandigarh,4.2
Zorica's Cafe,"Fast Food,  Desserts,  Drinks",500,Chandigarh,4.3
The Gaur,"North Indian,  Chinese,  Continental",1400,Chandigarh,5
Caldo's Pizza & Cafe,"Pizza,  Fast Food",600,Chandigarh,4.4
United Coffee House Rewind,"Multi-Cuisine,  North Indian,  Italian,  Mediterranean,  European,  Oriental ",1700,Chandigarh,4.3
Mrs. Wong's,Asian,600,Chandigarh,4.1
Subway,Health Food,500,Chandigarh,5
Anna Dosa,South Indian,200,Chandigarh,5
Flames,"North Indian,  Chinese",600,Chandigarh,4.5
Barbeque Nation,"Barbecue,  North Indian,  Chinese",1500,Chandigarh,4.3
Cellar,"North Indian,  Chinese,  Continental",1500,Chandigarh,2.9
M.O.B.E - Ministry of Bar Exchange,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",1500,Chandigarh,4.2
38 Street,Fast Food,500,Chandigarh,4.6
Pakka Tandoor,"North Indian,  Fast Food",600,Chandigarh,1
City Buzz Reloaded,"North Indian,  Chinese,  Mughlai",1500,Chandigarh,4
Tamzaraa Kafe & Club,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental",1600,Chandigarh,3.9
Kailash Restaurant,"North Indian,  Chinese",600,Chandigarh,1
Roll Xpress,Fast Food,300,Chandigarh,3.3
Satva Skybar,"Finger Food,  North Indian,  Chinese",800,Chandigarh,4.4
Cinnabon,"Bakery and Confectionary,  Desserts,  Fast Food",500,Chandigarh,4.5
Kala Ghoda,"North Indian,  Italian,  Continental",1500,Chandigarh,3.1
Tucker's House,"Fast Food,  Italian",700,Chandigarh,3.2
Urban Cafe,"North Indian,  Continental",1800,Chandigarh,4
Peacock Restaurant,"Multi-Cuisine,  North Indian,  Chinese,  Continental",1000,Chandigarh,5
Flavour,"North Indian,  Italian,  Continental,  Oriental ",1500,Chandigarh,4.1
Piccante,Italian,2000,Chandigarh,4.5
Bhatia 2 Sweets & Bakers,"North Indian,  Mithai,  South Indian",900,Chandigarh,5
Pizza Garh,"Pizza,  Italian",300,Chandigarh,3.6
Stage,Finger Food,1600,Chandigarh,4.4
Chaayos,"Tea,  Fast Food",500,Chandigarh,4.3
Pashtun,"North Indian,  Mughlai",1200,Chandigarh,3.8
Chick Blast,"Burger,  Finger Food",400,Chandigarh,3
Citrus Cafe,"North Indian,  Chinese,  Continental",1800,Chandigarh,4.3
Pizza Freakerz,"Fast Food,  Pizza",500,Chandigarh,5
The Chandigarh Kitchen,"North Indian,  Chinese,  Fast Food",900,Chandigarh,1
Classic Pizza,"Fast Food,  Pizza,  Italian",800,Chandigarh,2.1
Soya Hub,Fast Food,300,Chandigarh,1.6
Slounge,Finger Food,1700,Chandigarh,3.6
Baithak,North Indian,1100,Chandigarh,4.1
Subway,Health Food,500,Chandigarh,4
Mom Baker's,"Fast Food,  Shakes",400,Chandigarh,4
Guru Nanak Sweets,"North Indian,  Fast Food",600,Chandigarh,3.3
Pizza Galleria,"Italian,  Pizza",400,Chandigarh,2.8
Burger Point,"Fast Food,  Burger",400,Chandigarh,3
The Jungle Bar,"North Indian,  Continental",1500,Chandigarh,4
PunChin,"North Indian,  Chinese,  Continental",1600,Chandigarh,4.7
Forest Hill Resort’s Green Emerald,"North Indian,  Chinese",2700,Chandigarh,4.1
Sky Grill,"North Indian,  Continental",800,Chandigarh,4.3
Falcon Cafe Lounge,"Italian,  Bakery and Confectionary,  Desserts",1200,Chandigarh,4.4
Beer Castle,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Asian,  Fast Food",2000,Chandigarh,4.5
Spice Route,"North Indian,  Continental,  Chinese,  Thai",1500,Chandigarh,4
Puzzles,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",2000,Chandigarh,4.5
The Chocolate Room,"Italian,  Mexican,  Desserts,  Fast Food",800,Chandigarh,4.7
Super Donuts,"Fast Food,  Doughnuts,  Desserts,  Coffee",500,Chandigarh,4.7
Prashadam Sweets & Restaurant,"North Indian,  Chinese,  Fast Food,  Mithai",700,Chandigarh,4.4
Transform Diet,"Italian,  Health Food",500,Chandigarh,5
Swag,Fast Food,500,Chandigarh,4.7
Amigo's Cafe,"Fast Food,  Pizza,  Italian",500,Chandigarh,4.4
Hotel Daawat,"North Indian,  Chinese,  Continental",1000,Chandigarh,5
Swiss Lounge,North Indian,1200,Chandigarh,4.4
Ocean View Restaurant,"North Indian,  Chinese,  Continental",900,Chandigarh,4.5
ZanKou Chicken Roll,Fast Food,300,Chandigarh,5
Roll Xpress,Fast Food,300,Chandigarh,5
IL Forno Magico,"Chinese,  Fast Food,  Desserts",600,Chandigarh,4.1
Cheezy Delight Pizza,"Fast Food,  Pizza,  Italian",600,Chandigarh,4.6
O Chicken India - Oil Free Healthy Chicken,Health Food,1100,Chandigarh,4.5
Curry N Kebab,"North Indian,  Chinese",1000,Chandigarh,4.4
Cake n Bake,"North Indian,  Desserts,  Chinese",700,Chandigarh,3.7
Yo! China,Chinese,1300,Chandigarh,4.2
SuperYum,"Fast Food,  Shakes",600,Chandigarh,5
Subway,Health Food,500,Chandigarh,5
Roll Kar De Yaar,Fast Food,200,Chandigarh,3.5
Subway,Health Food,500,Chandigarh,4.6
Shairana Cafe,"Continental,  Asian",500,Chandigarh,5
Baba Chicken,"North Indian,  Chinese,  Mughlai",800,Chandigarh,4.4
Beans n Brewers,"Italian,  Continental",400,Chandigarh,4.6
Burgflix,"Continental,  Fast Food",200,Chandigarh,4.5
Masala Grill,"North Indian,  Chinese",1500,Chandigarh,4.4
Chugli,"Multi-Cuisine,  North Indian,  Italian,  European,  Asian",700,Chandigarh,4.3
Guru Nanak,"North Indian,  Chinese",600,Chandigarh,3.9
Yo! China,Chinese,1300,Chandigarh,4.3
World Trail,"Italian,  Biryani",400,Chandigarh,4.9
Subway,Health Food,500,Chandigarh,3
World Food Centre,"North Indian,  Fast Food",900,Chandigarh,3.8
GOAT,"North Indian,  Italian,  Mexican,  Finger Food",1000,Chandigarh,3.7
Captain Sam's,"Pizza,  Fast Food",700,Chandigarh,3.7
Bisaat,"North Indian,  Mughlai",900,Chandigarh,4.4
Cheeky Monkey - A Wholesale Bar,"North Indian,  Continental,  Chinese",1000,Chandigarh,3.8
Terra,"North Indian,  Italian,  Chinese,  European",1200,Chandigarh,4.4
Guru Nanak,"North Indian,  South Indian",600,Chandigarh,4.3
Beans n Buns,Fast Food,700,Chandigarh,4.4
Purple Frog,"North Indian,  Chinese,  Finger Food,  Continental",1500,Chandigarh,3.2
Aqua Blue,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",2500,Chandigarh,4.2
Ethnic Coriander's Mint,"North Indian,  Continental,  Oriental ",1000,Chandigarh,4.6
House Of Garden,Multi-Cuisine,1200,Chandigarh,4.6
Twisted Barrel Microbrewery,"North Indian,  Oriental ,  Continental",1500,Chandigarh,3.4
Daawat-E-Khaas,"North Indian,  Chinese,  Continental,  Italian,  Mughlai",1400,Chandigarh,4.3
Pirates Of Grill,"North Indian,  Mughlai",1200,Chandigarh,4.2
Nineteenth May,"Italian,  Fast Food",600,Chandigarh,4.6
Angels & Grail,"North Indian,  Chinese,  Oriental ,  Seafood",1000,Chandigarh,4.1
Burger Point,"Fast Food,  Burger",400,Chandigarh,4.5
The Grand Dine,"North Indian,  Chinese,  Continental",1600,Chandigarh,4.1
Saffron,"Multi-Cuisine,  North Indian,  Continental,  Mexican,  Oriental ",1600,Chandigarh,4.3
Bada Saab's,"North Indian,  Chinese",800,Chandigarh,1
Pizza Freakerz,"Fast Food,  Pizza",500,Chandigarh,4.3
Mosaic,"North Indian,  Chinese,  Continental",2000,Chandigarh,4.5
Highway Rasoi,"North Indian,  Chinese,  South Indian",600,Chandigarh,4.3
Dumpling Hood,"Tibetan,  Fast Food",500,Chandigarh,1
Serenade,"Multi-Cuisine,  North Indian,  Italian,  Continental,  Oriental ",1200,Chandigarh,3.7
The Cafe 24x7,"Fast Food,  Italian,  Continental",1000,Chandigarh,4
Garam Dharam,North Indian,1200,Chandigarh,4.3
Warehouse Cafe,"North Indian,  Continental,  Chinese",1700,Chandigarh,4.3
Dialogue Cafe by Hotel Sapphire,"North Indian,  European,  American",600,Chandigarh,4.5
Dominic Pizza,"Italian,  Fast Food",500,Chandigarh,4
JD's Cafe,Fast Food,400,Chandigarh,4
Guru Nanak,"North Indian,  Chinese",400,Chandigarh,5
Brew Waves,"North Indian,  Chinese,  Continental",1800,Chandigarh,4.3
Kali Coffee,"Fast Food,  Health Food,  Coffee",500,Chandigarh,5
Brew & Blend,"Desserts,  Coffee,  Fast Food",600,Chandigarh,5
The Cozy Club Restaurant & Banquet,"North Indian,  Chinese",700,Chandigarh,4.4
Taco Bell,"Mexican,  Tex Mex",500,Chandigarh,4.4
Biryani by Kilo,"Mughlai,  Biryani",700,Chandigarh,4.4
Club Hollywood BLVD,"North Indian,  Chinese,  Continental,  Mexican,  American",1300,Chandigarh,5
Highway Inn,"North Indian,  Chinese",1200,Chandigarh,5
Bar-O-Bar,Finger Food,1800,Chandigarh,2
Tibits,"North Indian,  South Indian,  Chinese",700,Chandigarh,4.2
The Brewmaster,Finger Food,1500,Chandigarh,4.6
Baba Chicken,"North Indian,  Chinese",800,Chandigarh,5
Subway,Health Food,500,Chandigarh,4.8
Bareilly Ki Barfi,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Street Food",300,Chandigarh,3.9
Pinxx,"North Indian,  Chinese,  Continental",2100,Chandigarh,4.6
Windmill@Cassia (Rooftop Lounge),"North Indian,  Italian,  Continental",1500,Chandigarh,4.3
Arista 24 x 7,"North Indian,  Chinese,  Oriental ",1000,Chandigarh,3.2
Snakkers,Fast Food,500,Chandigarh,4.8
Pro Brew Republic,"North Indian,  Chinese,  Continental,  Mexican,  American",1400,Chandigarh,3.5
Downtown Bar & Restaurant,"North Indian,  Chinese",1000,Chandigarh,3
Roll Xpress,Fast Food,300,Chandigarh,2.2
Nutty Waffle,"Desserts,  Fast Food",700,Chandigarh,5
Subway,Health Food,500,Chandigarh,5
10-11 Kitchen,North Indian,600,Chandigarh,5
Mr. Singh's Kitchen,"North Indian,  Chinese",500,Chandigarh,4.1
Rolls Mania,Fast Food,300,Chandigarh,4.8
Hangry,"American,  Fast Food",400,Chandigarh,4.5
Urban Thikana,"North Indian,  Italian",1200,Chandigarh,4.4
European Bite,"Desserts,  Fast Food,  Waffle",400,Chandigarh,3.6
Katani Dhaba,"North Indian,  Chinese,  South Indian",500,Chandigarh,4
Captain Sam's,"Pizza,  Italian,  Fast Food",700,Chandigarh,3.9
Lezzetli,"Multi-Cuisine,  North Indian,  Italian,  Chinese,  Continental,  South Indian",1300,Chandigarh,4.2
Muglai - Ambala Wale,"Mughlai,  Finger Food",300,Chandigarh,3.5
The Barbeque Paradise,"North Indian,  Chinese",1200,Chandigarh,4.1
Nagpal Dhaba,"North Indian,  Chinese",600,Chandigarh,2.6
Vintage Kitchen,"North Indian,  Chinese,  Fast Food",1000,Chandigarh,4.6
Qabila Restro Lounge,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Asian",850,Chandigarh,4
Benji Cafe,"American,  Mexican,  Fast Food",800,Chandigarh,3.4
Attic,Fast Food,1400,Chandigarh,4.4
Subway,Health Food,500,Chandigarh,1
Subway,Health Food,500,Chandigarh,4.4
Temptation,"North Indian,  Continental,  Chinese",1500,Chandigarh,3.9
Navtara,"Multi-Cuisine,  North Indian,  South Indian,  Goan",500,Goa,3.7
Cremeux,"Italian,  Fast Food,  Desserts",800,Goa,3.8
Navtara,"Multi-Cuisine,  North Indian,  South Indian,  Goan",500,Goa,4.3
Barbeque Bay,"North Indian,  Barbecue",2500,Goa,4.3
Ziggy's by Fame,"North Indian,  Goan,  Italian",1000,Goa,4.7
Amiguerio,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  Goan",1000,Goa,4
Planet Dailies,"Multi-Cuisine,  North Indian,  Continental,  Seafood,  Asian",1800,Goa,4.5
Riverside,"Italian,  Continental,  Seafood",3100,Goa,4.2
Jamavar,"North Indian,  Mughlai",4600,Goa,4.8
Susegado,"Goan,  Italian,  Seafood",1900,Goa,4.3
The Restaurant,"Multi-Cuisine,  Italian,  Continental,  Seafood,  Asian,  Goan",3000,Goa,4.1
Coconut Grove,"Goan,  North Indian,  Continental,  Seafood",2100,Goa,3.2
Grapevine,"North Indian,  Mughlai,  Italian",1100,Goa,4.3
Cremeux,"Italian,  Fast Food,  Desserts",800,Goa,5
Gazebo,Finger Food,2700,Goa,1.8
Soi,"Goan,  Seafood",900,Goa,4.5
Cafe Azul,"Multi-Cuisine,  North Indian,  Italian,  European,  Seafood,  Goan",2900,Goa,4.4
Laranja,"Seafood,  Goan,  North Indian,  Mediterranean",1000,Goa,4.1
Taverna,"North Indian,  Continental,  Finger Food",1300,Goa,4.3
Barbeque,"Seafood,  Barbecue,  Sizzlers",2200,Goa,4
Cafe Et Cetera,"North Indian,  Continental",1000,Goa,4.4
Navtara,"Multi-Cuisine,  North Indian,  South Indian,  Goan",500,Goa,3.9
Tulip Multi Cuisine,"North Indian,  Chinese,  Continental,  Goan",1200,Goa,4.2
Park Prime Rooftop,"North Indian,  Goan,  Continental,  Seafood",1000,Goa,3.5
Cafe-et-cetera,"North Indian,  Chinese,  Continental",800,Goa,3.8
Route 66,"American,  Barbecue,  European",1500,Goa,3.4
